room_revenue_id,date_key,stay_date,room_type_id,channel_id,segment_id,promotion_id,rooms_sold,listed_room_revenue,gross_room_revenue,commission_amount,promotion_cost,breakfast_cost,housekeeping_cost,utilities_cost,room_amenity_cost,net_room_revenue,direct_variable_cost,room_contribution_profit,created_at
13314,20250823,2025-08-23,3,7,1,5,1,2180000,2030000,203000,150000,0,190800,223200,108000,1827000,672000,1155000,2025-08-23 02:30:00
13315,20250823,2025-08-23,3,7,3,5,3,6720000,6260000,626000,460000,0,572400,669600,408000,5634000,2110000,3524000,2025-08-23 02:30:00
13316,20250823,2025-08-23,3,7,9,0,2,4420000,4420000,442000,0,0,381600,446400,216000,3978000,1044000,2934000,2025-08-23 02:30:00
13317,20250823,2025-08-23,3,7,9,5,1,2280000,2120000,212000,160000,0,190800,223200,108000,1908000,682000,1226000,2025-08-23 02:30:00
13318,20250823,2025-08-23,4,1,1,0,1,3000000,3000000,540000,0,230000,187000,218000,133000,2460000,768000,1692000,2025-08-23 02:30:00
13319,20250823,2025-08-23,4,1,1,2,2,5810000,5120000,921600,483000,460000,374000,436000,266000,4198400,2019000,2179400,2025-08-23 02:30:00
13320,20250823,2025-08-23,4,1,2,3,1,2900000,2750000,495000,150000,230000,187000,218000,133000,2255000,918000,1337000,2025-08-23 02:30:00
13321,20250823,2025-08-23,4,1,3,4,1,2740000,2470000,444600,270000,230000,187000,218000,133000,2025400,1038000,987400,2025-08-23 02:30:00
13322,20250823,2025-08-23,4,1,6,0,1,2710000,2710000,487800,0,230000,187000,218000,133000,2222200,768000,1454200,2025-08-23 02:30:00
13323,20250823,2025-08-23,4,1,7,2,1,2830000,2490000,448200,238000,230000,187000,218000,133000,2041800,1006000,1035800,2025-08-23 02:30:00
13324,20250823,2025-08-23,4,1,9,2,1,2820000,2490000,448200,231000,230000,187000,218000,133000,2041800,999000,1042800,2025-08-23 02:30:00
13325,20250823,2025-08-23,4,2,2,2,1,2890000,2540000,508000,245000,230000,187000,218000,133000,2032000,1013000,1019000,2025-08-23 02:30:00
13326,20250823,2025-08-23,4,2,5,0,1,2830000,2830000,566000,0,230000,187000,218000,133000,2264000,768000,1496000,2025-08-23 02:30:00
13327,20250823,2025-08-23,4,2,5,2,1,3010000,2650000,530000,252000,230000,187000,218000,133000,2120000,1020000,1100000,2025-08-23 02:30:00
13328,20250823,2025-08-23,4,2,6,0,2,6000000,6000000,1200000,0,460000,374000,436000,266000,4800000,1536000,3264000,2025-08-23 02:30:00
13329,20250823,2025-08-23,4,2,6,2,1,2760000,2430000,486000,231000,230000,187000,218000,133000,1944000,999000,945000,2025-08-23 02:30:00
13330,20250823,2025-08-23,4,2,6,4,1,2730000,2460000,492000,270000,230000,187000,218000,133000,1968000,1038000,930000,2025-08-23 02:30:00
13331,20250823,2025-08-23,4,2,7,0,1,2900000,2900000,580000,0,230000,187000,218000,133000,2320000,768000,1552000,2025-08-23 02:30:00
13332,20250823,2025-08-23,4,3,2,2,2,5760000,5080000,762000,476000,460000,374000,436000,266000,4318000,2012000,2306000,2025-08-23 02:30:00
13333,20250823,2025-08-23,4,3,7,2,1,2840000,2500000,375000,238000,230000,187000,218000,133000,2125000,1006000,1119000,2025-08-23 02:30:00
13334,20250823,2025-08-23,4,3,8,2,1,2860000,2520000,378000,238000,115000,187000,218000,105000,2142000,863000,1279000,2025-08-23 02:30:00
13335,20250823,2025-08-23,4,3,9,2,1,2880000,2530000,379500,245000,230000,187000,218000,133000,2150500,1013000,1137500,2025-08-23 02:30:00
13336,20250823,2025-08-23,4,4,5,0,1,2910000,2910000,494700,0,230000,187000,218000,133000,2415300,768000,1647300,2025-08-23 02:30:00
13337,20250823,2025-08-23,4,4,8,2,1,2790000,2450000,416500,238000,115000,187000,218000,105000,2033500,863000,1170500,2025-08-23 02:30:00
13338,20250823,2025-08-23,4,5,1,1,1,2830000,2600000,0,230000,230000,187000,218000,133000,2600000,998000,1602000,2025-08-23 02:30:00
13339,20250823,2025-08-23,4,5,5,0,1,2610000,2610000,0,0,230000,187000,218000,133000,2610000,768000,1842000,2025-08-23 02:30:00
13340,20250823,2025-08-23,4,5,6,1,1,2790000,2570000,0,220000,230000,187000,218000,133000,2570000,988000,1582000,2025-08-23 02:30:00
13341,20250823,2025-08-23,4,5,7,1,1,2710000,2490000,0,220000,230000,187000,218000,133000,2490000,988000,1502000,2025-08-23 02:30:00
13342,20250823,2025-08-23,4,6,3,1,1,2850000,2620000,0,230000,230000,187000,218000,133000,2620000,998000,1622000,2025-08-23 02:30:00
13343,20250823,2025-08-23,4,6,4,1,1,2710000,2500000,0,210000,115000,187000,218000,105000,2500000,835000,1665000,2025-08-23 02:30:00
13344,20250823,2025-08-23,4,6,7,1,1,2900000,2670000,0,230000,230000,187000,218000,133000,2670000,998000,1672000,2025-08-23 02:30:00
13345,20250823,2025-08-23,4,7,3,0,2,4920000,4920000,492000,0,0,374000,436000,266000,4428000,1076000,3352000,2025-08-23 02:30:00
13346,20250823,2025-08-23,4,7,5,0,1,2490000,2490000,249000,0,0,187000,218000,133000,2241000,538000,1703000,2025-08-23 02:30:00
13347,20250823,2025-08-23,4,7,9,0,1,2390000,2390000,239000,0,0,187000,218000,133000,2151000,538000,1613000,2025-08-23 02:30:00
13348,20250823,2025-08-23,4,7,9,5,1,2520000,2350000,235000,170000,0,187000,218000,133000,2115000,708000,1407000,2025-08-23 02:30:00
13349,20250823,2025-08-23,5,1,5,2,1,3450000,3040000,547200,287000,230000,215500,257000,133000,2492800,1122500,1370300,2025-08-23 02:30:00
13350,20250823,2025-08-23,5,1,6,2,1,3590000,3160000,568800,301000,230000,215500,257000,133000,2591200,1136500,1454700,2025-08-23 02:30:00
13351,20250823,2025-08-23,5,1,7,0,1,3710000,3710000,667800,0,230000,215500,257000,133000,3042200,835500,2206700,2025-08-23 02:30:00
13352,20250823,2025-08-23,5,1,9,2,1,3560000,3130000,563400,301000,230000,215500,257000,133000,2566600,1136500,1430100,2025-08-23 02:30:00
13353,20250823,2025-08-23,5,2,1,0,1,3740000,3740000,748000,0,230000,215500,257000,133000,2992000,835500,2156500,2025-08-23 02:30:00
13354,20250823,2025-08-23,5,2,2,4,1,3790000,3410000,682000,380000,230000,215500,257000,133000,2728000,1215500,1512500,2025-08-23 02:30:00
13355,20250823,2025-08-23,5,2,5,4,1,3660000,3290000,658000,370000,230000,215500,257000,133000,2632000,1205500,1426500,2025-08-23 02:30:00
13356,20250823,2025-08-23,5,2,7,2,1,3450000,3040000,608000,287000,230000,215500,257000,133000,2432000,1122500,1309500,2025-08-23 02:30:00
13357,20250823,2025-08-23,5,3,2,3,1,3770000,3590000,538500,180000,230000,215500,257000,133000,3051500,1015500,2036000,2025-08-23 02:30:00
13358,20250823,2025-08-23,5,3,9,0,1,3450000,3450000,517500,0,230000,215500,257000,133000,2932500,835500,2097000,2025-08-23 02:30:00
13359,20250823,2025-08-23,5,4,5,4,1,3660000,3290000,559300,370000,230000,215500,257000,133000,2730700,1205500,1525200,2025-08-23 02:30:00
13360,20250823,2025-08-23,5,5,2,0,1,3570000,3570000,0,0,230000,215500,257000,133000,3570000,835500,2734500,2025-08-23 02:30:00
13361,20250823,2025-08-23,5,6,2,0,1,3500000,3500000,0,0,230000,215500,257000,133000,3500000,835500,2664500,2025-08-23 02:30:00
13362,20250823,2025-08-23,5,7,9,4,1,3230000,2910000,291000,320000,230000,215500,257000,133000,2619000,1155500,1463500,2025-08-23 02:30:00
13363,20250823,2025-08-23,5,7,9,5,2,6460000,6020000,602000,440000,460000,431000,514000,266000,5418000,2111000,3307000,2025-08-23 02:30:00
13364,20250823,2025-08-23,6,1,2,0,1,4610000,4610000,829800,0,230000,225000,270000,133000,3780200,858000,2922200,2025-08-23 02:30:00
13365,20250823,2025-08-23,6,1,5,2,1,4550000,4010000,721800,378000,230000,225000,270000,133000,3288200,1236000,2052200,2025-08-23 02:30:00
13366,20250823,2025-08-23,6,2,5,2,1,4470000,3940000,788000,371000,230000,225000,270000,133000,3152000,1229000,1923000,2025-08-23 02:30:00
13367,20250823,2025-08-23,6,2,5,4,1,4500000,4050000,810000,450000,230000,225000,270000,133000,3240000,1308000,1932000,2025-08-23 02:30:00
13368,20250823,2025-08-23,6,2,7,0,1,4670000,4670000,934000,0,230000,225000,270000,133000,3736000,858000,2878000,2025-08-23 02:30:00
13369,20250823,2025-08-23,6,3,5,0,1,4430000,4430000,664500,0,230000,225000,270000,133000,3765500,858000,2907500,2025-08-23 02:30:00
13370,20250823,2025-08-23,6,3,5,2,1,4740000,4180000,627000,392000,230000,225000,270000,133000,3553000,1250000,2303000,2025-08-23 02:30:00
13371,20250823,2025-08-23,7,1,5,4,1,5580000,5020000,903600,560000,230000,260000,270000,108000,4116400,1428000,2688400,2025-08-23 02:30:00
13372,20250823,2025-08-23,7,3,2,2,1,5620000,4950000,742500,469000,230000,260000,270000,108000,4207500,1337000,2870500,2025-08-23 02:30:00
13373,20250823,2025-08-23,7,4,5,0,1,5380000,5380000,914600,0,230000,260000,270000,108000,4465400,868000,3597400,2025-08-23 02:30:00
13374,20250823,2025-08-23,8,4,7,4,1,7410000,6670000,1133900,740000,420000,307500,335000,189000,5536100,1991500,3544600,2025-08-23 02:30:00
13375,20250823,2025-08-23,8,4,9,2,1,7670000,6750000,1147500,644000,420000,307500,335000,189000,5602500,1895500,3707000,2025-08-23 02:30:00
13376,20250823,2025-08-23,9,5,2,0,1,10850000,10850000,0,0,690000,326500,361000,245000,10850000,1622500,9227500,2025-08-23 02:30:00
13377,20250824,2025-08-24,1,1,2,0,1,1740000,1740000,313200,0,230000,183200,212800,108000,1426800,734000,692800,2025-08-24 02:30:00
13378,20250824,2025-08-24,1,1,2,2,1,1760000,1550000,279000,147000,230000,183200,212800,108000,1271000,881000,390000,2025-08-24 02:30:00
13379,20250824,2025-08-24,1,1,2,3,1,1730000,1640000,295200,90000,230000,183200,212800,108000,1344800,824000,520800,2025-08-24 02:30:00
13380,20250824,2025-08-24,1,1,3,4,1,1780000,1600000,288000,180000,230000,183200,212800,108000,1312000,914000,398000,2025-08-24 02:30:00
13381,20250824,2025-08-24,1,1,4,2,1,1680000,1480000,266400,140000,115000,183200,212800,80000,1213600,731000,482600,2025-08-24 02:30:00
13382,20250824,2025-08-24,1,1,5,0,1,1680000,1680000,302400,0,230000,183200,212800,108000,1377600,734000,643600,2025-08-24 02:30:00
13383,20250824,2025-08-24,1,1,5,2,1,1680000,1480000,266400,140000,230000,183200,212800,108000,1213600,874000,339600,2025-08-24 02:30:00
13384,20250824,2025-08-24,1,1,6,0,1,1730000,1730000,311400,0,230000,183200,212800,108000,1418600,734000,684600,2025-08-24 02:30:00
13385,20250824,2025-08-24,1,1,7,4,1,1650000,1480000,266400,170000,230000,183200,212800,108000,1213600,904000,309600,2025-08-24 02:30:00
13386,20250824,2025-08-24,1,1,8,2,1,1770000,1560000,280800,147000,115000,183200,212800,80000,1279200,738000,541200,2025-08-24 02:30:00
13387,20250824,2025-08-24,1,1,9,0,1,1710000,1710000,307800,0,230000,183200,212800,108000,1402200,734000,668200,2025-08-24 02:30:00
13388,20250824,2025-08-24,1,2,1,2,1,1770000,1560000,312000,147000,230000,183200,212800,108000,1248000,881000,367000,2025-08-24 02:30:00
13389,20250824,2025-08-24,1,2,5,2,1,1770000,1560000,312000,147000,230000,183200,212800,108000,1248000,881000,367000,2025-08-24 02:30:00
13390,20250824,2025-08-24,1,2,6,2,1,1630000,1430000,286000,140000,230000,183200,212800,108000,1144000,874000,270000,2025-08-24 02:30:00
13391,20250824,2025-08-24,1,2,7,0,1,1680000,1680000,336000,0,230000,183200,212800,108000,1344000,734000,610000,2025-08-24 02:30:00
13392,20250824,2025-08-24,1,2,7,2,1,1620000,1420000,284000,140000,230000,183200,212800,108000,1136000,874000,262000,2025-08-24 02:30:00
13393,20250824,2025-08-24,1,2,7,4,1,1700000,1530000,306000,170000,230000,183200,212800,108000,1224000,904000,320000,2025-08-24 02:30:00
13394,20250824,2025-08-24,1,2,8,2,1,1710000,1510000,302000,140000,115000,183200,212800,80000,1208000,731000,477000,2025-08-24 02:30:00
13395,20250824,2025-08-24,1,2,9,2,2,3540000,3120000,624000,294000,460000,366400,425600,216000,2496000,1762000,734000,2025-08-24 02:30:00
13396,20250824,2025-08-24,1,3,1,0,1,1710000,1710000,256500,0,230000,183200,212800,108000,1453500,734000,719500,2025-08-24 02:30:00
13397,20250824,2025-08-24,1,3,1,2,2,3510000,3080000,462000,301000,460000,366400,425600,216000,2618000,1769000,849000,2025-08-24 02:30:00
13398,20250824,2025-08-24,1,3,2,2,1,1690000,1480000,222000,147000,230000,183200,212800,108000,1258000,881000,377000,2025-08-24 02:30:00
13399,20250824,2025-08-24,1,3,2,4,1,1770000,1590000,238500,180000,230000,183200,212800,108000,1351500,914000,437500,2025-08-24 02:30:00
13400,20250824,2025-08-24,1,3,7,4,1,1710000,1540000,231000,170000,230000,183200,212800,108000,1309000,904000,405000,2025-08-24 02:30:00
13401,20250824,2025-08-24,1,3,9,0,1,1770000,1770000,265500,0,230000,183200,212800,108000,1504500,734000,770500,2025-08-24 02:30:00
13402,20250824,2025-08-24,1,3,9,4,1,1700000,1530000,229500,170000,230000,183200,212800,108000,1300500,904000,396500,2025-08-24 02:30:00
13403,20250824,2025-08-24,1,4,5,2,1,1710000,1510000,256700,140000,230000,183200,212800,108000,1253300,874000,379300,2025-08-24 02:30:00
13404,20250824,2025-08-24,1,4,7,0,1,1690000,1690000,287300,0,230000,183200,212800,108000,1402700,734000,668700,2025-08-24 02:30:00
13405,20250824,2025-08-24,1,4,8,4,1,1620000,1450000,246500,170000,115000,183200,212800,80000,1203500,761000,442500,2025-08-24 02:30:00
13406,20250824,2025-08-24,1,5,2,0,2,3290000,3290000,0,0,460000,366400,425600,216000,3290000,1468000,1822000,2025-08-24 02:30:00
13407,20250824,2025-08-24,1,5,2,3,1,1600000,1520000,0,80000,230000,183200,212800,108000,1520000,814000,706000,2025-08-24 02:30:00
13408,20250824,2025-08-24,1,5,2,4,1,1720000,1550000,0,170000,230000,183200,212800,108000,1550000,904000,646000,2025-08-24 02:30:00
13409,20250824,2025-08-24,1,5,3,0,1,1660000,1660000,0,0,230000,183200,212800,108000,1660000,734000,926000,2025-08-24 02:30:00
13410,20250824,2025-08-24,1,5,4,1,1,1690000,1550000,0,140000,115000,183200,212800,80000,1550000,731000,819000,2025-08-24 02:30:00
13411,20250824,2025-08-24,1,5,5,1,1,1710000,1570000,0,140000,230000,183200,212800,108000,1570000,874000,696000,2025-08-24 02:30:00
13412,20250824,2025-08-24,1,5,6,0,1,1590000,1590000,0,0,230000,183200,212800,108000,1590000,734000,856000,2025-08-24 02:30:00
13413,20250824,2025-08-24,1,5,6,1,1,1660000,1530000,0,130000,230000,183200,212800,108000,1530000,864000,666000,2025-08-24 02:30:00
13414,20250824,2025-08-24,1,5,6,4,1,1720000,1540000,0,180000,230000,183200,212800,108000,1540000,914000,626000,2025-08-24 02:30:00
13415,20250824,2025-08-24,1,5,7,1,1,1560000,1440000,0,120000,230000,183200,212800,108000,1440000,854000,586000,2025-08-24 02:30:00
13416,20250824,2025-08-24,1,5,9,0,2,3130000,3130000,0,0,460000,366400,425600,216000,3130000,1468000,1662000,2025-08-24 02:30:00
13417,20250824,2025-08-24,1,5,9,1,1,1640000,1510000,0,130000,230000,183200,212800,108000,1510000,864000,646000,2025-08-24 02:30:00
13418,20250824,2025-08-24,1,6,7,0,1,1580000,1580000,0,0,230000,183200,212800,108000,1580000,734000,846000,2025-08-24 02:30:00
13419,20250824,2025-08-24,1,7,1,0,1,1450000,1450000,145000,0,0,183200,212800,108000,1305000,504000,801000,2025-08-24 02:30:00
13420,20250824,2025-08-24,1,7,2,5,1,1430000,1330000,133000,100000,0,183200,212800,108000,1197000,604000,593000,2025-08-24 02:30:00
13421,20250824,2025-08-24,1,7,4,5,1,1510000,1400000,140000,110000,0,183200,212800,80000,1260000,586000,674000,2025-08-24 02:30:00
13422,20250824,2025-08-24,1,7,6,5,2,2980000,2760000,276000,220000,0,366400,425600,216000,2484000,1228000,1256000,2025-08-24 02:30:00
13423,20250824,2025-08-24,1,7,9,0,1,1480000,1480000,148000,0,0,183200,212800,108000,1332000,504000,828000,2025-08-24 02:30:00
13424,20250824,2025-08-24,1,7,9,5,1,1510000,1400000,140000,110000,0,183200,212800,108000,1260000,614000,646000,2025-08-24 02:30:00
13425,20250824,2025-08-24,2,1,1,0,2,4110000,4110000,739800,0,460000,374000,436000,216000,3370200,1486000,1884200,2025-08-24 02:30:00
13426,20250824,2025-08-24,2,1,2,2,1,2030000,1790000,322200,168000,230000,187000,218000,108000,1467800,911000,556800,2025-08-24 02:30:00
13427,20250824,2025-08-24,2,1,2,3,1,2170000,2060000,370800,110000,230000,187000,218000,108000,1689200,853000,836200,2025-08-24 02:30:00
13428,20250824,2025-08-24,2,1,3,2,1,2120000,1860000,334800,182000,230000,187000,218000,108000,1525200,925000,600200,2025-08-24 02:30:00
13429,20250824,2025-08-24,2,1,5,0,1,1960000,1960000,352800,0,230000,187000,218000,108000,1607200,743000,864200,2025-08-24 02:30:00
13430,20250824,2025-08-24,2,1,5,2,1,2060000,1820000,327600,168000,230000,187000,218000,108000,1492400,911000,581400,2025-08-24 02:30:00
13431,20250824,2025-08-24,2,1,6,0,1,1960000,1960000,352800,0,230000,187000,218000,108000,1607200,743000,864200,2025-08-24 02:30:00
13432,20250824,2025-08-24,2,1,7,0,1,2040000,2040000,367200,0,230000,187000,218000,108000,1672800,743000,929800,2025-08-24 02:30:00
13433,20250824,2025-08-24,2,1,7,2,1,2100000,1850000,333000,175000,230000,187000,218000,108000,1517000,918000,599000,2025-08-24 02:30:00
13434,20250824,2025-08-24,2,1,8,0,1,2030000,2030000,365400,0,115000,187000,218000,80000,1664600,600000,1064600,2025-08-24 02:30:00
13435,20250824,2025-08-24,2,2,2,2,2,4240000,3730000,746000,357000,460000,374000,436000,216000,2984000,1843000,1141000,2025-08-24 02:30:00
13436,20250824,2025-08-24,2,2,2,3,1,2090000,1990000,398000,100000,230000,187000,218000,108000,1592000,843000,749000,2025-08-24 02:30:00
13437,20250824,2025-08-24,2,2,5,4,2,3980000,3580000,716000,400000,460000,374000,436000,216000,2864000,1886000,978000,2025-08-24 02:30:00
13438,20250824,2025-08-24,2,2,6,0,1,2000000,2000000,400000,0,230000,187000,218000,108000,1600000,743000,857000,2025-08-24 02:30:00
13439,20250824,2025-08-24,2,2,6,2,1,2040000,1790000,358000,175000,230000,187000,218000,108000,1432000,918000,514000,2025-08-24 02:30:00
13440,20250824,2025-08-24,2,2,6,4,1,2020000,1810000,362000,210000,230000,187000,218000,108000,1448000,953000,495000,2025-08-24 02:30:00
13441,20250824,2025-08-24,2,2,7,2,2,4050000,3560000,712000,343000,460000,374000,436000,216000,2848000,1829000,1019000,2025-08-24 02:30:00
13442,20250824,2025-08-24,2,2,7,4,1,2110000,1900000,380000,210000,230000,187000,218000,108000,1520000,953000,567000,2025-08-24 02:30:00
13443,20250824,2025-08-24,2,3,2,0,1,2140000,2140000,321000,0,230000,187000,218000,108000,1819000,743000,1076000,2025-08-24 02:30:00
13444,20250824,2025-08-24,2,3,2,2,1,2140000,1890000,283500,175000,230000,187000,218000,108000,1606500,918000,688500,2025-08-24 02:30:00
13445,20250824,2025-08-24,2,3,7,2,1,2150000,1890000,283500,182000,230000,187000,218000,108000,1606500,925000,681500,2025-08-24 02:30:00
13446,20250824,2025-08-24,2,3,7,4,1,2130000,1920000,288000,210000,230000,187000,218000,108000,1632000,953000,679000,2025-08-24 02:30:00
13447,20250824,2025-08-24,2,3,8,2,2,4240000,3730000,559500,357000,230000,374000,436000,160000,3170500,1557000,1613500,2025-08-24 02:30:00
13448,20250824,2025-08-24,2,4,2,0,1,2160000,2160000,367200,0,230000,187000,218000,108000,1792800,743000,1049800,2025-08-24 02:30:00
13449,20250824,2025-08-24,2,5,1,0,2,4030000,4030000,0,0,460000,374000,436000,216000,4030000,1486000,2544000,2025-08-24 02:30:00
13450,20250824,2025-08-24,2,5,2,4,2,3950000,3560000,0,390000,460000,374000,436000,216000,3560000,1876000,1684000,2025-08-24 02:30:00
13451,20250824,2025-08-24,2,5,5,1,4,7960000,7330000,0,630000,920000,748000,872000,432000,7330000,3602000,3728000,2025-08-24 02:30:00
13452,20250824,2025-08-24,2,5,9,1,1,1940000,1780000,0,160000,230000,187000,218000,108000,1780000,903000,877000,2025-08-24 02:30:00
13453,20250824,2025-08-24,2,6,2,0,1,1990000,1990000,0,0,230000,187000,218000,108000,1990000,743000,1247000,2025-08-24 02:30:00
13454,20250824,2025-08-24,2,6,4,0,1,1970000,1970000,0,0,115000,187000,218000,80000,1970000,600000,1370000,2025-08-24 02:30:00
13455,20250824,2025-08-24,2,6,7,1,1,1980000,1820000,0,160000,230000,187000,218000,108000,1820000,903000,917000,2025-08-24 02:30:00
13456,20250824,2025-08-24,2,6,9,1,1,1910000,1750000,0,160000,230000,187000,218000,108000,1750000,903000,847000,2025-08-24 02:30:00
13457,20250824,2025-08-24,2,7,3,5,2,3500000,3250000,325000,250000,0,374000,436000,216000,2925000,1276000,1649000,2025-08-24 02:30:00
13458,20250824,2025-08-24,2,7,5,0,1,1730000,1730000,173000,0,0,187000,218000,108000,1557000,513000,1044000,2025-08-24 02:30:00
13459,20250824,2025-08-24,2,7,5,5,1,1800000,1680000,168000,120000,0,187000,218000,108000,1512000,633000,879000,2025-08-24 02:30:00
13460,20250824,2025-08-24,2,7,7,0,1,1720000,1720000,172000,0,0,187000,218000,108000,1548000,513000,1035000,2025-08-24 02:30:00
13461,20250824,2025-08-24,2,7,9,5,1,1740000,1620000,162000,120000,0,187000,218000,108000,1458000,633000,825000,2025-08-24 02:30:00
13462,20250824,2025-08-24,3,1,3,4,1,2660000,2400000,432000,260000,345000,190800,223200,136000,1968000,1155000,813000,2025-08-24 02:30:00
13463,20250824,2025-08-24,3,1,6,2,3,7870000,6930000,1247400,658000,1035000,572400,669600,408000,5682600,3343000,2339600,2025-08-24 02:30:00
13464,20250824,2025-08-24,3,1,6,4,1,2760000,2480000,446400,280000,345000,190800,223200,136000,2033600,1175000,858600,2025-08-24 02:30:00
13465,20250824,2025-08-24,3,1,7,4,1,2620000,2360000,424800,260000,230000,190800,223200,108000,1935200,1012000,923200,2025-08-24 02:30:00
13466,20250824,2025-08-24,3,1,9,4,1,2550000,2290000,412200,260000,230000,190800,223200,108000,1877800,1012000,865800,2025-08-24 02:30:00
13467,20250824,2025-08-24,3,2,2,2,1,2740000,2410000,482000,231000,305000,190800,223200,136000,1928000,1086000,842000,2025-08-24 02:30:00
13468,20250824,2025-08-24,3,2,2,4,1,2610000,2350000,470000,260000,305000,190800,223200,136000,1880000,1115000,765000,2025-08-24 02:30:00
13469,20250824,2025-08-24,3,2,7,2,2,5240000,4620000,924000,434000,460000,381600,446400,216000,3696000,1938000,1758000,2025-08-24 02:30:00
13470,20250824,2025-08-24,3,3,1,0,1,2730000,2730000,409500,0,230000,190800,223200,108000,2320500,752000,1568500,2025-08-24 02:30:00
13471,20250824,2025-08-24,3,3,2,0,1,2750000,2750000,412500,0,305000,190800,223200,136000,2337500,855000,1482500,2025-08-24 02:30:00
13472,20250824,2025-08-24,3,3,6,2,1,2530000,2230000,334500,210000,345000,190800,223200,136000,1895500,1105000,790500,2025-08-24 02:30:00
13473,20250824,2025-08-24,3,4,1,0,1,2690000,2690000,457300,0,230000,190800,223200,108000,2232700,752000,1480700,2025-08-24 02:30:00
13474,20250824,2025-08-24,3,4,1,2,1,2760000,2430000,413100,231000,230000,190800,223200,108000,2016900,983000,1033900,2025-08-24 02:30:00
13475,20250824,2025-08-24,3,4,2,2,1,2510000,2210000,375700,210000,305000,190800,223200,136000,1834300,1065000,769300,2025-08-24 02:30:00
13476,20250824,2025-08-24,3,5,2,1,1,2480000,2280000,0,200000,305000,190800,223200,136000,2280000,1055000,1225000,2025-08-24 02:30:00
13477,20250824,2025-08-24,3,6,2,0,1,2610000,2610000,0,0,305000,190800,223200,136000,2610000,855000,1755000,2025-08-24 02:30:00
13478,20250824,2025-08-24,3,7,2,5,1,2180000,2030000,203000,150000,0,190800,223200,136000,1827000,700000,1127000,2025-08-24 02:30:00
13479,20250824,2025-08-24,3,7,3,5,3,6980000,6500000,650000,480000,0,572400,669600,408000,5850000,2130000,3720000,2025-08-24 02:30:00
13480,20250824,2025-08-24,3,7,9,0,1,2220000,2220000,222000,0,0,190800,223200,108000,1998000,522000,1476000,2025-08-24 02:30:00
13481,20250824,2025-08-24,3,7,9,5,1,2310000,2150000,215000,160000,0,190800,223200,108000,1935000,682000,1253000,2025-08-24 02:30:00
13482,20250824,2025-08-24,4,1,1,2,1,2930000,2580000,464400,245000,230000,187000,218000,133000,2115600,1013000,1102600,2025-08-24 02:30:00
13483,20250824,2025-08-24,4,1,2,3,1,2870000,2730000,491400,140000,230000,187000,218000,133000,2238600,908000,1330600,2025-08-24 02:30:00
13484,20250824,2025-08-24,4,1,3,4,1,2890000,2600000,468000,290000,230000,187000,218000,133000,2132000,1058000,1074000,2025-08-24 02:30:00
13485,20250824,2025-08-24,4,1,6,2,1,3030000,2660000,478800,259000,230000,187000,218000,133000,2181200,1027000,1154200,2025-08-24 02:30:00
13486,20250824,2025-08-24,4,1,7,2,2,5710000,5030000,905400,476000,460000,374000,436000,266000,4124600,2012000,2112600,2025-08-24 02:30:00
13487,20250824,2025-08-24,4,1,9,2,1,3030000,2670000,480600,252000,230000,187000,218000,133000,2189400,1020000,1169400,2025-08-24 02:30:00
13488,20250824,2025-08-24,4,2,2,4,1,2840000,2550000,510000,290000,230000,187000,218000,133000,2040000,1058000,982000,2025-08-24 02:30:00
13489,20250824,2025-08-24,4,2,5,2,1,3080000,2710000,542000,259000,230000,187000,218000,133000,2168000,1027000,1141000,2025-08-24 02:30:00
13490,20250824,2025-08-24,4,2,6,0,2,6060000,6060000,1212000,0,460000,374000,436000,266000,4848000,1536000,3312000,2025-08-24 02:30:00
13491,20250824,2025-08-24,4,2,6,2,1,2870000,2530000,506000,238000,230000,187000,218000,133000,2024000,1006000,1018000,2025-08-24 02:30:00
13492,20250824,2025-08-24,4,2,6,4,1,2810000,2530000,506000,280000,230000,187000,218000,133000,2024000,1048000,976000,2025-08-24 02:30:00
13493,20250824,2025-08-24,4,2,7,0,1,3040000,3040000,608000,0,230000,187000,218000,133000,2432000,768000,1664000,2025-08-24 02:30:00
13494,20250824,2025-08-24,4,2,8,2,1,2990000,2640000,528000,245000,115000,187000,218000,105000,2112000,870000,1242000,2025-08-24 02:30:00
13495,20250824,2025-08-24,4,2,9,4,1,2900000,2610000,522000,290000,230000,187000,218000,133000,2088000,1058000,1030000,2025-08-24 02:30:00
13496,20250824,2025-08-24,4,3,1,0,1,2910000,2910000,436500,0,230000,187000,218000,133000,2473500,768000,1705500,2025-08-24 02:30:00
13497,20250824,2025-08-24,4,3,9,2,1,2830000,2490000,373500,238000,230000,187000,218000,133000,2116500,1006000,1110500,2025-08-24 02:30:00
13498,20250824,2025-08-24,4,4,5,0,2,5990000,5990000,1018300,0,460000,374000,436000,266000,4971700,1536000,3435700,2025-08-24 02:30:00
13499,20250824,2025-08-24,4,5,1,1,1,2840000,2610000,0,230000,230000,187000,218000,133000,2610000,998000,1612000,2025-08-24 02:30:00
13500,20250824,2025-08-24,4,5,2,0,1,2720000,2720000,0,0,230000,187000,218000,133000,2720000,768000,1952000,2025-08-24 02:30:00
13501,20250824,2025-08-24,4,5,2,1,1,2830000,2600000,0,230000,230000,187000,218000,133000,2600000,998000,1602000,2025-08-24 02:30:00
